2025.07.01,14:00,3348.68,3352.27,3348.40,3351.67,1926
2025.07.01,14:05,3351.67,3352.34,3348.56,3349.53,2777
2025.07.01,14:10,3349.54,3351.66,3349.35,3350.77,1928
2025.07.01,14:15,3350.78,3351.35,3349.26,3350.02,1539
2025.07.01,14:20,3350.03,3351.76,3348.98,3351.66,1694
2025.07.01,14:25,3351.69,3352.29,3350.96,3351.79,1533
2025.07.01,14:30,3351.83,3352.95,3349.61,3349.61,1349
2025.07.01,14:35,3349.59,3349.59,3347.01,3348.55,2372
2025.07.01,14:40,3348.53,3349.37,3347.95,3348.54,1695
2025.07.01,14:45,3348.55,3350.20,3348.24,3349.83,1326
2025.07.01,14:50,3349.84,3350.69,3348.81,3349.04,1799
2025.07.01,14:55,3349.05,3350.80,3348.66,3349.02,1407
2025.07.01,15:00,3349.03,3350.37,3348.98,3349.38,1579
2025.07.01,15:05,3349.42,3350.21,3348.33,3349.94,1708
2025.07.01,15:10,3349.95,3350.64,3348.90,3350.49,1668
2025.07.01,15:15,3350.48,3352.61,3350.48,3352.56,1777
2025.07.01,15:20,3352.57,3357.06,3352.57,3353.63,4838
2025.07.01,15:25,3353.63,3354.48,3351.65,3352.17,3248
2025.07.01,15:30,3352.16,3354.67,3349.96,3354.56,4032
2025.07.01,15:35,3354.56,3355.64,3352.71,3353.52,3437
2025.07.01,15:40,3353.53,3357.99,3353.09,3355.88,3563
2025.07.01,15:45,3355.87,3356.66,3352.18,3354.53,2515
2025.07.01,15:50,3354.59,3357.81,3354.59,3356.92,2518
2025.07.01,15:55,3356.91,3357.41,3354.29,3354.62,2122
2025.07.01,16:00,3354.60,3355.59,3352.22,3352.48,4562
2025.07.01,16:05,3352.46,3352.52,3348.58,3348.69,3194
2025.07.01,16:10,3348.73,3349.78,3347.65,3347.65,3006
2025.07.01,16:15,3347.67,3349.03,3346.07,3348.37,3365
2025.07.01,16:20,3348.36,3349.19,3347.06,3347.71,2634
2025.07.01,16:25,3347.72,3350.25,3347.50,3349.64,1808
2025.07.01,16:30,3349.65,3349.92,3345.65,3346.51,4565
2025.07.01,16:35,3346.53,3350.55,3345.62,3346.79,4127
2025.07.01,16:40,3346.78,3348.20,3346.30,3347.06,3228
2025.07.01,16:45,3347.07,3350.34,3344.46,3348.93,4957
2025.07.01,16:50,3348.92,3350.73,3345.82,3349.67,3896
2025.07.01,16:55,3349.61,3352.62,3349.08,3351.83,2271
2025.07.01,17:00,3351.43,3352.10,3347.25,3351.97,5753
2025.07.01,17:05,3351.88,3354.41,3349.67,3349.99,3638
2025.07.01,17:10,3350.00,3351.22,3348.03,3349.07,3635
2025.07.01,17:15,3349.06,3350.37,3347.40,3348.51,3312
2025.07.01,17:20,3348.50,3351.47,3347.98,3350.01,2829
2025.07.01,17:25,3350.10,3352.60,3350.09,3351.62,2812
2025.07.01,17:30,3351.60,3352.54,3350.92,3351.03,2303
2025.07.01,17:35,3351.04,3351.53,3349.52,3351.12,2838
2025.07.01,17:40,3351.09,3351.59,3345.90,3347.13,3994
2025.07.01,17:45,3347.14,3347.61,3345.33,3346.73,3134
2025.07.01,17:50,3346.78,3347.33,3343.72,3344.10,3071
2025.07.01,17:55,3344.11,3345.87,3343.64,3345.73,2820
2025.07.01,18:00,3345.72,3346.71,3342.55,3343.25,3229
2025.07.01,18:05,3343.26,3346.40,3342.81,3346.03,3143
2025.07.01,18:10,3346.02,3346.35,3342.28,3342.48,3057
2025.07.01,18:15,3342.45,3343.31,3338.98,3343.18,5751
2025.07.01,18:20,3343.17,3343.18,3340.58,3341.62,2783
2025.07.01,18:25,3341.66,3341.73,3338.83,3340.48,2762
2025.07.01,18:30,3340.49,3342.59,3339.76,3341.08,4321
2025.07.01,18:35,3341.05,3341.38,3339.61,3340.62,2218
2025.07.01,18:40,3340.63,3341.91,3340.63,3341.68,2003
2025.07.01,18:45,3341.65,3342.34,3339.64,3341.50,2085
2025.07.01,18:50,3341.49,3341.49,3337.83,3338.21,2367
2025.07.01,18:55,3338.25,3340.46,3337.02,3340.19,3934
2025.07.01,19:00,3340.20,3341.97,3339.63,3340.07,1901
2025.07.01,19:05,3340.09,3341.31,3339.80,3340.84,1843
2025.07.01,19:10,3340.83,3341.33,3339.71,3341.29,1671
2025.07.01,19:15,3341.23,3342.29,3340.84,3341.22,1316
2025.07.01,19:20,3341.23,3341.38,3338.43,3338.68,1668
2025.07.01,19:25,3338.67,3338.68,3337.73,3338.30,1694
2025.07.01,19:30,3338.31,3341.84,3337.58,3341.83,2037
2025.07.01,19:35,3341.82,3343.15,3341.33,3343.06,1790
2025.07.01,19:40,3343.06,3343.44,3341.67,3342.96,2909
2025.07.01,19:45,3342.99,3343.32,3342.00,3342.89,1708
2025.07.01,19:50,3342.88,3342.96,3340.43,3340.50,1779
2025.07.01,19:55,3340.51,3341.94,3339.97,3341.74,2015
2025.07.01,20:00,3341.73,3342.16,3339.76,3341.93,2114
2025.07.01,20:05,3341.91,3342.08,3339.44,3340.10,1407
2025.07.01,20:10,3340.11,3340.15,3338.93,3339.68,1667
2025.07.01,20:15,3339.69,3340.30,3336.97,3337.63,2295
2025.07.01,20:20,3337.62,3338.68,3337.15,3337.44,1827
2025.07.01,20:25,3337.42,3338.06,3336.95,3337.65,2448
2025.07.01,20:30,3337.76,3338.74,3337.32,3337.48,1840
2025.07.01,20:35,3337.49,3338.28,3337.15,3337.55,1210
2025.07.01,20:40,3337.56,3338.87,3337.39,3338.58,1189
2025.07.01,20:45,3338.60,3339.68,3338.18,3339.55,1340
2025.07.01,20:50,3339.58,3340.79,3339.48,3339.88,1351
2025.07.01,20:55,3339.87,3340.20,3339.07,3339.68,1398
2025.07.01,21:00,3339.69,3339.82,3338.83,3339.73,1260
2025.07.01,21:05,3339.72,3339.86,3338.26,3339.10,1215
2025.07.01,21:10,3339.14,3339.40,3337.58,3338.28,1010
2025.07.01,21:15,3338.25,3338.60,3337.88,3337.90,1101
2025.07.01,21:20,3337.90,3338.65,3337.71,3338.48,865
2025.07.01,21:25,3338.47,3338.81,3337.91,3337.95,1003
2025.07.01,21:30,3337.95,3339.08,3337.41,3338.23,1001
2025.07.01,21:35,3338.22,3338.34,3337.45,3338.28,781
2025.07.01,21:40,3338.27,3338.32,3337.25,3338.08,1164
2025.07.01,21:45,3338.09,3338.18,3336.94,3337.32,679
2025.07.01,21:50,3337.33,3338.46,3337.33,3338.17,757
2025.07.01,21:55,3338.15,3338.43,3336.87,3337.94,1058
2025.07.01,22:00,3337.96,3338.18,3336.82,3336.98,1313
2025.07.01,22:05,3336.97,3338.74,3336.91,3338.65,813
2025.07.01,22:10,3338.66,3339.85,3338.22,3339.23,1582
2025.07.01,22:15,3339.21,3340.07,3339.08,3339.84,1512
2025.07.01,22:20,3339.85,3339.97,3338.72,3338.81,1051
2025.07.01,22:25,3338.82,3338.94,3337.48,3338.27,1214
2025.07.01,22:30,3338.28,3338.81,3338.08,3338.57,941
2025.07.01,22:35,3338.60,3338.93,3337.64,3337.95,936
2025.07.01,22:40,3337.91,3337.92,3337.31,3337.91,1190
2025.07.01,22:45,3337.98,3338.89,3337.72,3338.63,1216
2025.07.01,22:50,3338.64,3338.92,3337.61,3337.90,1142
2025.07.01,22:55,3337.89,3338.91,3337.80,3338.04,1972
2025.07.01,23:00,3338.05,3338.05,3337.08,3337.76,655
2025.07.01,23:05,3337.77,3338.54,3337.14,3337.15,381
2025.07.01,23:10,3337.04,3337.86,3336.89,3337.51,392
2025.07.01,23:15,3337.50,3337.86,3336.82,3337.73,386
2025.07.01,23:20,3337.74,3338.61,3337.56,3338.33,506
2025.07.01,23:25,3338.34,3338.46,3337.15,3338.05,724
2025.07.01,23:30,3338.06,3339.13,3337.97,3338.79,356
2025.07.01,23:35,3338.78,3339.78,3338.47,3339.37,497
2025.07.01,23:40,3339.38,3340.28,3339.24,3340.26,454
2025.07.01,23:45,3340.16,3340.33,3339.20,3339.45,616
2025.07.01,23:50,3339.45,3339.74,3338.66,3339.10,461
2025.07.01,23:55,3339.08,3339.26,3337.36,3337.81,631
2025.07.02,01:00,3338.66,3339.97,3336.70,3339.95,721
2025.07.02,01:05,3339.95,3340.75,3337.80,3337.97,1064
2025.07.02,01:10,3337.98,3339.63,3336.92,3338.84,778
2025.07.02,01:15,3338.83,3339.51,3338.11,3339.45,381
2025.07.02,01:20,3339.46,3341.81,3339.36,3341.30,409
2025.07.02,01:25,3341.32,3343.30,3341.18,3342.19,829
2025.07.02,01:30,3342.33,3343.59,3342.01,3342.28,834
2025.07.02,01:35,3342.29,3343.73,3341.92,3342.67,582
2025.07.02,01:40,3342.73,3343.33,3341.92,3343.08,689
2025.07.02,01:45,3342.98,3343.25,3342.01,3342.28,356
2025.07.02,01:50,3342.27,3342.63,3341.64,3342.21,672
